run_id,split_strategy,fold_index,split_seed,n_train,n_val,n_test,train_seed,epochs_completed,best_epoch,best_val_macro_f1,early_stopped,macro_f1,val_loss,overfit_gap,error_rate,class_f1_std,high_conf_wrong_rate,confidence_mean,low_margin_rate,tta_enabled,tta_views,tta_cache_enabled,tta_cache_hit,hydra_overrides
run_id=solve-team-20260303-152256-1-top1-base,stratified_kfold,0,42,1256,314,3140,,,8,,True,0.9499107520776744,0.16355565522930451,0.01189769444081945,0.050955414012738856,0.08159984852676963,0.01592356687898089,0.9545666827897358,0.0,,,,,scenario=cloud | runner_profile=hpc_proxy | kind=solve | train.num_workers=4 | train.amp=true | solve=team_solve | solve_candidate=top1 | solve_backbone=base
run_id=solve-team-20260303-152256-2-top1-convnext_384,stratified_kfold,0,42,1256,314,3140,,,8,,True,0.9461059441507544,0.1817339662462473,0.012499206986040123,0.050955414012738856,0.07721089535782218,0.009554140127388535,0.9612416744611825,0.009554140127388535,,,,,scenario=cloud | runner_profile=hpc_proxy | kind=solve | train.num_workers=4 | train.amp=true | solve=team_solve | solve_candidate=top1 | solve_backbone=convnext_384
run_id=solve-team-20260303-152256-3-top2-base,stratified_kfold,0,42,1256,314,3140,,,9,,False,0.9447967888764197,0.1652429419170533,0.011955783031155853,0.054140127388535034,0.07853471204794008,0.01592356687898089,0.9486204080141274,0.009554140127388535,,,,,scenario=cloud | runner_profile=hpc_proxy | kind=solve | train.num_workers=4 | train.amp=true | solve=team_solve | solve_candidate=top2 | solve_backbone=base
run_id=solve-team-20260303-152256-4-top2-convnext_384,stratified_kfold,0,42,1256,314,3140,,,7,,True,0.9179663174008689,0.21944437082856894,0.03294225680309204,0.07643312101910828,0.14011000305769652,0.01592356687898089,0.9403509266057591,0.009554140127388535,,,,,scenario=cloud | runner_profile=hpc_proxy | kind=solve | train.num_workers=4 | train.amp=true | solve=team_solve | solve_candidate=top2 | solve_backbone=convnext_384
run_id=solve-team-20260303-152256-5-top3-base,stratified_kfold,0,42,1256,314,3140,,,5,,True,0.9336921273728905,0.2144863855625902,0.013500494257686513,0.06369426751592357,0.11908535486087372,0.0031847133757961785,0.9248455077599568,0.01592356687898089,,,,,scenario=cloud | runner_profile=hpc_proxy | kind=solve | train.num_workers=4 | train.amp=true | solve=team_solve | solve_candidate=top3 | solve_backbone=base
run_id=solve-team-20260303-152256-6-top3-convnext_384,stratified_kfold,0,42,1256,314,3140,,,5,,True,0.926196673733692,0.2652177378535271,0.014083810727736013,0.07006369426751592,0.11490401430008183,0.012738853503184714,0.9120293718994044,0.006369426751592357,,,,,scenario=cloud | runner_profile=hpc_proxy | kind=solve | train.num_workers=4 | train.amp=true | solve=team_solve | solve_candidate=top3 | solve_backbone=convnext_384
