run_id,test_disagreement_mean,test_disagreement_mean_n,val_complementarity_mean,val_complementarity_mean_n,val_disagreement_mean,val_disagreement_mean_n,val_error_overlap_jaccard_mean,val_error_overlap_jaccard_mean_n,val_oracle_gain_mean,val_oracle_gain_mean_n
solve-team-fulltrain-20260303-110104-1-top1-base,0.18554140127388535,5,0.003466990193104843,5,0.004203821656050955,5,0.31873015873015875,5,0.0015286624203821654,5
solve-team-fulltrain-20260303-110104-2-top1-convnext_384,0.17713375796178343,5,0.002315216630503255,5,0.0034394904458598724,5,0.364010989010989,5,0.001146496815286624,5
solve-team-fulltrain-20260303-110104-3-top2-base,0.2018471337579618,5,0.002994610485056345,5,0.0036942675159235667,5,0.3407692307692308,5,0.001146496815286624,5
solve-team-fulltrain-20260303-110104-4-top2-convnext_384,0.18777070063694268,5,0.004006015569709837,5,0.004968152866242038,5,0.21833333333333335,5,0.0017834394904458594,5
solve-team-fulltrain-20260303-110104-5-top3-base,0.2047770700636943,5,0.006448892932969366,5,0.00751592356687898,5,0.14644688644688647,5,0.0017834394904458594,5
solve-team-fulltrain-20260303-110104-6-top3-convnext_384,0.21961783439490445,5,0.0050641997775755735,5,0.005477707006369426,5,0.09365079365079365,5,0.0020382165605095535,5
