run_id,split_strategy,fold_index,split_seed,n_train,n_val,n_test,train_seed,epochs_completed,best_epoch,best_val_macro_f1,early_stopped,macro_f1,val_loss,overfit_gap,error_rate,class_f1_std,high_conf_wrong_rate,confidence_mean,low_margin_rate,tta_enabled,tta_views,tta_cache_enabled,tta_cache_hit,hydra_overrides
run_id=solve-team-fulltrain-multiseed-20260303-125822-seed42-1-top1-convnext_384,full_train,0,42,1570,1570,3140,,,9,,False,0.9967660510585848,0.01308319741634257,0.0032339489414151545,0.0031847133757961785,0.005116445982417064,0.0,0.9901477015891652,0.0006369426751592356,1.0,10.0,1.0,0.0,scenario=cloud | runner_profile=hpc_confirm | kind=solve | train.num_workers=4 | train.amp=true | solve=team_solve | solve_candidate=top1 | solve_backbone=convnext_384 | train.seed=42 | split.strategy=full_train | split.fold_index=0 | train.early_stop.enabled=false
run_id=solve-team-fulltrain-multiseed-20260303-125822-seed52-1-top1-convnext_384,full_train,0,42,1570,1570,3140,,,9,,False,0.9929791929084238,0.020722015726737528,0.007020807091576153,0.006369426751592357,0.010106411536162358,0.0006369426751592356,0.9854662544408421,0.0031847133757961785,1.0,10.0,1.0,0.0,scenario=cloud | runner_profile=hpc_confirm | kind=solve | train.num_workers=4 | train.amp=true | solve=team_solve | solve_candidate=top1 | solve_backbone=convnext_384 | train.seed=52 | split.strategy=full_train | split.fold_index=0 | train.early_stop.enabled=false
run_id=solve-team-fulltrain-multiseed-20260303-125822-seed62-1-top1-convnext_384,full_train,0,42,1570,1570,3140,,,10,,False,0.9961798604625907,0.010227927661764275,0.0038201395374093394,0.003821656050955414,0.006535680168863029,0.0,0.9939727426334551,0.0006369426751592356,1.0,10.0,1.0,0.0,scenario=cloud | runner_profile=hpc_confirm | kind=solve | train.num_workers=4 | train.amp=true | solve=team_solve | solve_candidate=top1 | solve_backbone=convnext_384 | train.seed=62 | split.strategy=full_train | split.fold_index=0 | train.early_stop.enabled=false
