trial_dir,candidate_hash,overrides_hash,fold_index,seed,macro_f1,val_loss,best_val_macro_f1,overfit_gap,elapsed_sec,status,checkpoint,last_checkpoint
members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=27,d49d1c742c,46a420dc48,1,,0.9023536352080238,0.33753265014716555,0.9514842078768817,0.0491305726688579,209.83216396096395,success,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=27/checkpoints/best.pt,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=27/checkpoints/last.pt
members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=28,1e31142e6d,90cf548810,0,,0.9438823809698988,0.27857963527951923,0.9428045120634829,-0.0010778689064159241,235.013553872006,success,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=28/checkpoints/best.pt,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=28/checkpoints/last.pt
members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=29,1e31142e6d,d7dce02468,1,,0.8696474116601344,0.49147604405879974,0.9690055986215659,0.0993581869614315,186.63737515098182,success,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=29/checkpoints/best.pt,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=29/checkpoints/last.pt
members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=3,48fa1ad486,4de2edfd2c,1,,0.9489126911083077,0.16755439953080245,0.9427962771643272,-0.006116413943980437,139.28461206698557,success,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=3/checkpoints/best.pt,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=3/checkpoints/last.pt
members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=30,389592b2bf,ca5739bccc,0,,0.8454576821489469,0.602545114500182,0.9514797593452659,0.10602207719631895,186.8839031989919,success,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=30/checkpoints/best.pt,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=30/checkpoints/last.pt
members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=31,389592b2bf,67106b4545,1,,0.9307166723234325,0.44709521319184986,0.9624146683845162,0.0316979960610837,209.70079883397557,success,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=31/checkpoints/best.pt,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=31/checkpoints/last.pt
members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=32,4e564b08b4,21402b0646,0,,0.9341148065396947,0.19433585820453508,0.9437328232131091,0.009618016673414442,115.89005834399723,success,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=32/checkpoints/best.pt,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=32/checkpoints/last.pt
members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=33,4e564b08b4,344567e097,1,,0.9399338369659711,0.1995366814413241,0.9495433966856341,0.009609559719663041,113.71232048101956,success,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=33/checkpoints/best.pt,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=33/checkpoints/last.pt
members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=34,bfa5bd0138,b102ecf3d2,0,,0.9411678486151648,0.18243861304862158,0.9559278982451542,0.014760049629989447,207.25553307897644,success,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=34/checkpoints/best.pt,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=34/checkpoints/last.pt
members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=35,bfa5bd0138,dfa67c1e91,1,,0.9446709870328914,0.15652992576360703,0.9579986455813249,0.01332765854843343,139.39035498094745,success,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=35/checkpoints/best.pt,/home/jhoya/Workspaces/ai-22-cv-cv-team1/members/hyjeon1985/outputs/hpc_proxy/date=2026-03-03/sweep_id=09-13-17/run_id=35/checkpoints/last.pt
