run_id,test_disagreement_mean,test_disagreement_mean_n,val_complementarity_mean,val_complementarity_mean_n,val_disagreement_mean,val_disagreement_mean_n,val_error_overlap_jaccard_mean,val_error_overlap_jaccard_mean_n,val_oracle_gain_mean,val_oracle_gain_mean_n
solve-team-20260303-083630-1-top1-base,0.24490445859872612,5,0.03216485684766632,5,0.05605095541401274,5,0.4503285953177258,5,0.016560509554140124,5
solve-team-20260303-083630-2-top1-convnext_384,0.24433121019108278,5,0.01999504600141543,5,0.04076433121019108,5,0.5217037037037037,5,0.01273885350318471,5
solve-team-20260303-083630-3-top2-base,0.23050955414012736,5,0.029125528545691077,5,0.04968152866242038,5,0.4260019291053774,5,0.01719745222929936,5
solve-team-20260303-083630-4-top2-convnext_384,0.234140127388535,5,0.020212314225053075,5,0.03949044585987261,5,0.5062962962962964,5,0.008280254777070062,5
solve-team-20260303-083630-5-top3-base,0.27171974522292996,5,0.02270616718276646,5,0.04331210191082802,5,0.5141458058849363,5,0.013375796178343946,5
solve-team-20260303-083630-6-top3-convnext_384,0.310828025477707,5,0.03951736644947166,5,0.06369426751592357,5,0.3890565134099616,5,0.015923566878980888,5
